avg(num_followers),avg(pid),avg(avg(pid)),avg(avg(num_followers)),avg(avg(acousticness)),avg(avg(danceability)),avg(avg(duration_ms)),avg(avg(energy)),avg(avg(instrumentalness)),avg(avg(key)),avg(avg(liveness)),avg(avg(loudness)),avg(avg(mode)),avg(avg(speechiness)),avg(avg(tempo)),avg(avg(valence))
8.0,496475.7148856743,496475.7148856743,8.0,0.24025887048126685,0.6150698861885063,239027.04731831004,0.6303409737811557,0.07356831664727762,5.184620336971448,0.18850338191033758,-7.499324315088433,0.648281880947291,0.09619117247178269,121.25955853461048,0.4820806936347919
7.0,497618.42208774586,497618.42208774586,7.0,0.238226555406848,0.6166420894929872,236838.68592605117,0.6347812034174422,0.06710921107976629,5.188400346242146,0.18822490088551821,-7.407145126842274,0.6434318859764407,0.0962950794047446,121.07650429376609,0.48732570237588013
1.0,499985.4880121026,499985.4880121026,1.0,0.24343656461114993,0.6035273116653458,235011.62195012523,0.6362516321123977,0.06390335984862866,5.174251506979772,0.18753883839550445,-7.40634690666397,0.6558646600280593,0.09284149801517087,121.16350543561101,0.4888449856910373
25.0,470817.51515151514,470817.51515151514,25.0,0.22549277808033807,0.5791938460657579,237904.83678670155,0.6453736582427443,0.08213375096351908,5.164785127833779,0.19291904866980425,-7.396464277369082,0.6392963805358954,0.08051199376336264,121.88248022655466,0.4723498936078772
41.0,466044.07692307694,466044.07692307694,41.0,0.27841768925248195,0.594506517968112,233228.96478588093,0.612887627653268,0.039123452571941816,5.048580667105653,0.18462529808107397,-7.26846009897426,0.6456708969812974,0.0840430053371355,120.67806167383479,0.4491774177130904
4.0,498261.80751365423,498261.80751365423,4.0,0.23295664907453936,0.6175662574347321,235844.3947574087,0.6381879782883391,0.06193201734180937,5.178120555927792,0.18699541281218482,-7.28857331672202,0.6491263317499059,0.09672023250891944,121.20995423398716,0.48908255178324594
23.0,521548.9433962264,521548.9433962264,23.0,0.26949063309179594,0.6004072987061867,241759.03689419094,0.620181221064922,0.08022652106360224,5.202612630457045,0.19075073236406487,-7.8015652122277555,0.6507148309673775,0.09017519954781339,120.76367069674879,0.4804054841931509
56.0,437954.78571428574,437954.78571428574,56.0,0.2507251932035444,0.5837205082490312,225123.45268063384,0.6386167992513971,0.11655515952005954,5.291093119087191,0.19873786488734813,-7.702967953393595,0.6693216057377248,0.07638697771061355,123.44770485320682,0.501427388377814
11.0,485577.3006060606,485577.3006060606,11.0,0.24868838209467592,0.6094287703547764,241042.2293008404,0.6273508214772645,0.07807659295124772,5.201976080831745,0.1869131324460775,-7.573694700316448,0.6502276258045374,0.09527840566112046,121.15764631303989,0.4809470054842307
14.0,506342.98050139274,506342.98050139274,14.0,0.25011710900770545,0.6121100145798761,237347.27236005498,0.6323862322044566,0.07476681430427519,5.169059505501749,0.18949957730374142,-7.506958199380755,0.6424411404240046,0.09186381382442388,120.57752597415485,0.4894941534695379
3.0,499301.2282749952,499301.2282749952,3.0,0.2348409982903183,0.6142911759129955,235848.1802242882,0.6380828744089971,0.06200580205271276,5.1799157899465005,0.18705036842502695,-7.319396046329585,0.6505899203497014,0.09592502828716844,121.22215480426331,0.48948349732518676
59.0,558349.1333333333,558349.1333333333,59.0,0.2694004597818377,0.561354449155472,248577.49034267102,0.6101125042628498,0.1467030503508225,5.244275665192199,0.17185761640394132,-8.050136179354643,0.6286010842949686,0.07881310092854868,121.81285754804752,0.41119222747347534
2.0,500800.4164304813,500800.4164304813,2.0,0.23817899746862375,0.6103266989841518,235094.08694892298,0.6371379391601556,0.06142802391859369,5.17349591207403,0.18718285037013,-7.347775942671812,0.6528920525069133,0.09485270375551033,121.20443487906716,0.4896652021503321
10.0,490791.98409542744,490791.98409542744,10.0,0.24405917341167768,0.6105415686755258,240354.379521635,0.6295584703700772,0.07432560737952297,5.196922407807687,0.1872581826055409,-7.521872253433521,0.6514331665721796,0.09318638870577492,121.29584763235495,0.47981139667260575
6.0,499171.90895522386,499171.90895522386,6.0,0.23493303386008565,0.616723771229563,235617.1412919332,0.6360225322638263,0.06495080998744751,5.178507632712559,0.18683943393750035,-7.33708535618998,0.6513551870941418,0.09628661510596322,121.24255927926399,0.48679679903301815
20.0,499469.15942028986,499469.15942028986,20.0,0.2621430832094484,0.6102489187150751,234674.76837482842,0.6300364097636766,0.0639181313517,5.237669849122045,0.18488343762306925,-7.561759170615248,0.6554173107963671,0.09119794051892598,120.48464054984026,0.5005260893900623
5.0,498343.3646183634,498343.3646183634,5.0,0.23664701508411312,0.6169391659288492,236586.50882304893,0.6361251387188109,0.06511662509025377,5.177831265410716,0.18719943547574389,-7.348699989397271,0.6492362550789691,0.09704385281787409,121.02825562272727,0.4889234435002291
15.0,500411.1707317073,500411.1707317073,15.0,0.24924668365963837,0.6043794985715583,237626.44849621746,0.6357988329057949,0.07105364488988557,5.188766168838096,0.18749942767535754,-7.4212900809149085,0.652343120266985,0.09345854534913688,120.93349316235526,0.4857667996113479
24.0,560051.5157894737,560051.5157894737,24.0,0.27417713191726734,0.6078285484245932,234322.66403471626,0.6035921953952578,0.08021867701733983,5.17862174728952,0.18870441601140417,-7.904837507799384,0.6378105825506357,0.09912072892302629,120.82806139697264,0.4627983442659947
89.0,473507.5,473507.5,89.0,0.32407376799694204,0.5793365304420348,233997.90318320823,0.5702597372810675,0.06865666315749235,4.815401723658605,0.1676690366972477,-7.962991242702254,0.7206005004170142,0.058242597998331966,121.53404051987766,0.3895096886294135
9.0,500091.20436507935,500091.20436507935,9.0,0.2450061783861673,0.614518489472949,237587.99032738112,0.6316513661914663,0.07386599978701819,5.190562024478317,0.1869885235882883,-7.479521007859533,0.6520239276377191,0.0953400757943976,121.1274386835618,0.4827826370114049
16.0,508965.36896551726,508965.36896551726,16.0,0.24152888639256312,0.6087012507729466,237139.31844632106,0.6359064435439234,0.07787903485660538,5.234110359033086,0.18715621572521973,-7.417922337597405,0.6451142001701611,0.09164064936819143,121.41407284560874,0.4819124173213349
12.0,509268.55379746837,509268.55379746837,12.0,0.2376951119946623,0.6217202460356738,237017.49464243194,0.6369544326189673,0.06519250220218276,5.170565130130639,0.18704002625871888,-7.3886393582172865,0.6405310881049423,0.09757427994792382,121.53913290012713,0.4918948630614254
18.0,542633.3285024154,542633.3285024154,18.0,0.2583656500066199,0.6174407522737535,235504.49646770346,0.6301535977793196,0.0728270068204578,5.191793464349007,0.18838146484641294,-7.487154065024609,0.6540622524932856,0.09300857758125103,120.79938171730473,0.4907984869524362
86.0,396279.71428571426,396279.71428571426,86.0,0.13833806229327794,0.6146817850907532,250556.87521764688,0.6948391674972509,0.0854370859220305,5.5277161410802576,0.1870902466378803,-7.062119664618668,0.6184209312975684,0.08218904003691742,123.00339933129784,0.5369024222041425
186.0,605406.0,605406.0,186.0,0.401454296391064,0.40625762452076797,290544.2725975175,0.5324837844481226,0.27960536655318063,5.160136687250658,0.17686861332601223,-11.164154384796847,0.6401546098237274,0.06098169773275471,119.19257044645511,0.3414128437517684
21.0,459346.0341880342,459346.0341880342,21.0,0.27972345395617504,0.6002910988103958,230519.38018236894,0.6200883230856985,0.10641561877814111,5.172566791693729,0.1838346726354973,-7.875754864118209,0.6522064487569915,0.08791165826402458,121.06134964355901,0.472849785445727
22.0,460174.626984127,460174.626984127,22.0,0.2861570861881213,0.5970163961150781,238116.8773941888,0.6110623396216803,0.08339299803450158,5.286306920315969,0.19357634068412138,-7.826719442003479,0.6424300677885528,0.09315928530597987,119.20600307438147,0.4824094690717789
19.0,514955.2839506173,514955.2839506173,19.0,0.22556212003467954,0.6083367581591501,240073.89284236485,0.6464656186139929,0.06975534343572753,5.150023812418358,0.19194274447514673,-7.237158315945132,0.6340292476028268,0.09639175125506758,121.44578657984606,0.4701891631884456
28.0,491580.77142857143,491580.77142857143,28.0,0.24466865781469224,0.5801081981266256,234904.9005771785,0.6340070611402913,0.06965301184950123,5.144573631218708,0.18780108491187705,-7.556149754137839,0.682713462939716,0.07714992042230222,122.00378807633435,0.48130209400783885
17.0,498044.45531914895,498044.45531914895,17.0,0.241189064974776,0.6089285522124445,235919.9507713567,0.6395514995359529,0.08073923110387032,5.201923618764488,0.19448133239732518,-7.548995040182853,0.6485899542865847,0.09378029187666555,121.1212497042571,0.4875813987333461
27.0,458990.7027027027,458990.7027027027,27.0,0.2612228271333778,0.610570921358149,240691.10155201005,0.6171388681784368,0.08678719564098177,5.169685513307423,0.1833902029206476,-7.676922155749145,0.6309222185164233,0.10096177517737581,120.46836981344677,0.4634570857967785
40.0,471840.76470588235,471840.76470588235,40.0,0.26938408733379227,0.5813871375028148,229699.81789288498,0.6256250743960576,0.10904782279782174,5.177798868455426,0.1792971109852253,-7.818378752377928,0.671924683444615,0.0814333926443422,121.9720515992832,0.46094580705867766
13.0,486581.0730688935,486581.0730688935,13.0,0.25067819446937484,0.6000160175004141,239609.4088241632,0.6344248674045823,0.07303263930878134,5.157459882775277,0.19304612808754848,-7.469564391152718,0.6526086137095065,0.09237076682908607,121.19723511761848,0.478029574580842
117.0,445586.25,445586.25,117.0,0.3722662785483871,0.4474491129032259,223729.62691244239,0.5983281117511521,0.1641946119176267,4.697453917050691,0.22907675230414748,-10.381125311059908,0.7216820276497696,0.0657012258064516,112.00640639400922,0.36786835253456224
55.0,493959.3076923077,493959.3076923077,55.0,0.2790771841101233,0.5916400528893184,232220.9093846968,0.6211688641227828,0.09711455900455022,5.23934276946655,0.19411271185770465,-7.936384920468019,0.6359035312157778,0.08471762043100955,117.54964326051139,0.49353351369175624
34.0,541266.1836734693,541266.1836734693,34.0,0.2775108287508068,0.5959281801459281,240203.40123983682,0.6085728632711869,0.10001622659072837,5.177613629586071,0.18785999702841233,-7.733465038804431,0.6534265691865897,0.08274099795392265,120.16188323347977,0.4458919206550645
36.0,495084.4696969697,495084.4696969697,36.0,0.31392759024289474,0.5704095510913203,225472.60505269383,0.5974297920872718,0.10620012470673235,5.166038427059425,0.18147652839369574,-8.495732279011833,0.655665469707587,0.07647384165815585,119.73493214257672,0.49265157718743874
30.0,493666.86,493666.86,30.0,0.27577279444641245,0.5792350570494743,238502.29433217348,0.6144396098791861,0.08099524121699854,5.221974648357221,0.18083836786944274,-7.81290355916425,0.6823313530953703,0.08518465534856819,121.54136840788395,0.4416750392533234
92.0,442879.8888888889,442879.8888888889,92.0,0.2881324466268319,0.5717326228016959,236779.9233343893,0.6140964317510608,0.06157175658621625,5.041572672937942,0.17906160347653768,-8.106864183073261,0.7687471893024579,0.06358742955530738,120.8181264162622,0.510332453024524
76.0,308209.5,308209.5,76.0,0.23752491274025506,0.6355662998154746,250532.47789174877,0.6302551314494493,0.18203506282001858,5.216575571978396,0.18557737540808056,-8.026060889036792,0.648146973219628,0.09817486323885699,124.03085293460671,0.4692415378966172
169.0,460568.6666666667,460568.6666666667,169.0,0.35016498619363357,0.5742769677660093,236740.4688337782,0.5006437854128993,0.13969158357716924,5.133801199804815,0.15345684491518127,-9.125171437182468,0.5998622233703608,0.0839488156950544,122.61093421165934,0.3492598137145153
29.0,497760.9014084507,497760.9014084507,29.0,0.26293120429987815,0.5916491877670176,233914.9454764658,0.6159667547945848,0.06296694738881763,5.227659590615632,0.1924317447769297,-7.797927788299491,0.6739978078105574,0.08850346186076104,121.01714812983641,0.487947511055609
62.0,482222.8181818182,482222.8181818182,62.0,0.23215783070193147,0.6044468986573706,241482.51249827424,0.6273444388105824,0.0882461287699202,5.288480465217042,0.18784367004153574,-7.771566204551238,0.6407635631087667,0.07871041083124396,122.64309170073797,0.47430803409163624
272.0,469899.3333333333,469899.3333333333,272.0,0.15580989344729348,0.6260216524216524,234369.82336182334,0.6964623931623933,0.045559279572649575,5.026210826210826,0.18512347578347577,-6.866695156695157,0.806837606837607,0.08122997150997151,121.46161424501423,0.5423264957264957
39.0,505053.6176470588,505053.6176470588,39.0,0.2542284618873048,0.5912886377148603,231249.84943138724,0.6417472817995662,0.11256077253065774,5.269654547095642,0.186422089263412,-8.057983817818053,0.6454570980640585,0.09128006264046473,121.58696374674143,0.5078278672164198
50.0,448644.77777777775,448644.77777777775,50.0,0.20303822611188196,0.5771039087090559,228239.93587007892,0.6735026202068234,0.06981252383865494,5.076468794533487,0.1864786107546285,-6.747389499905513,0.6586109112867452,0.07476955781582101,122.85337537318352,0.4836974750712177
57.0,658987.1818181818,658987.1818181818,57.0,0.18343742280479744,0.5707259949401193,247618.3678909735,0.6673212809990379,0.09660353211115323,5.0860243227789494,0.18002548984206587,-6.859574699401315,0.6343717954580388,0.08904275944803808,119.0830359990487,0.4538266621063903
87.0,437208.3,437208.3,87.0,0.2869540753159266,0.6230734304460104,222484.24807575447,0.5775313279551038,0.10133590469178866,5.317363250980188,0.2044552764347142,-8.659462832816754,0.6452565832064802,0.14356737247413706,121.88779716875237,0.4974991606922849
6918.0,266375.0,266375.0,6918.0,0.0693866376811594,0.6530724637681158,249288.46376811594,0.7638550724637682,0.012576108695652172,5.550724637681159,0.22610579710144935,-5.560898550724639,0.5362318840579711,0.15270724637681157,125.66104347826084,0.47040869565217397
124.0,391341.28571428574,391341.28571428574,124.0,0.2286339830465578,0.5923145420564128,239547.44534892045,0.6500717821960746,0.04917505552330164,4.967050796776731,0.17752518560631833,-7.5941329431122435,0.7390764910564501,0.10025239381775543,123.13034118190129,0.5171209837475812
35.0,586160.3823529412,586160.3823529412,35.0,0.29796652301422133,0.5771738418247377,238342.36167505672,0.5727734974373182,0.0771620628893335,5.097347255003373,0.196892212277728,-8.325797998648056,0.6405696854100702,0.0902993979483864,118.9954762624906,0.4426566136857887
114.0,432769.5714285714,432769.5714285714,114.0,0.340308218844029,0.5369077322623783,228073.32659855235,0.5861478658894107,0.18283965925877516,4.987083829302584,0.16583436219240164,-8.211209058760158,0.6695046713347181,0.0690274450065626,120.11447976135716,0.3961632277032404
79.0,399315.1666666667,399315.1666666667,79.0,0.3250990358746056,0.5514058725688054,215968.82154134175,0.6017344903291005,0.02750468240449383,5.3584439600434655,0.1865210274399056,-8.056435177279683,0.7837789495044708,0.04975556897980723,121.37104755879784,0.5396700030552005
32.0,501127.0333333333,501127.0333333333,32.0,0.26105044951859535,0.6037137852735641,232240.36831701433,0.6300885286327251,0.04567051777422945,5.177971153475718,0.1815570557918914,-7.33910684289835,0.6577816504832132,0.08641987434428956,120.99350324431286,0.48488543896919967
9887.0,332786.0,332786.0,9887.0,0.0765467827853881,0.7337694063926944,440850.32420091325,0.6546456621004564,0.6305404397260276,5.392694063926941,0.2220675799086757,-8.818406392694063,0.5570776255707762,0.10187945205479448,125.96424657534244,0.3540849315068491
26.0,528399.8714285714,528399.8714285714,26.0,0.24500373971823558,0.5954921073588944,236019.22998182895,0.644182766522741,0.059383911271605125,5.231870267491893,0.1927213175791339,-7.3150699260676495,0.6595049237179035,0.08908957574302064,122.29420804174596,0.47975689462996635
